word,syllables,actual_count,cmu_counts,category,phonetic,kaikki_counts,kaikki_ipa,kaikki_decision,kaikki_error
pastoralism,pas-to-ra-lism,4,5,suffix_ism,/ˈpæstɚəˌlɪzəm/,,,kaikki_no_count,
patriarchy,pa-tri-archy,3,4,other,/ˈpeɪtɹiˌɑɹki/,,/ˈpejtɹiɑɹki/; /ˈpeɪ̯tɹɪɑːkɪ/; /ˈpætɹɪɑːkɪ/; /ˈpɛjtɹɪjɑːkɪj/,kaikki_no_count,
patriotism,pa-tri-o-tism,4,5,suffix_ism,/ˈpeɪtɹiəˌtɪzəm/,,/ˈpætɹi.əˌtɪzəm/; /ˈpeɪtɹi.əˌtɪzəm/,kaikki_no_count,
pcs,pcs,1,2,other,/ˈpiːˈsiːz/,,,kaikki_no_count,
pedestrian,pedes-tri-an,3,4,vowel_sequence_suffix,/pəˈdɛstɹiən/,,/pəˈdɛstɹiən/,kaikki_no_count,
pediatric,pe-di-atric,3,4,other,/ˌpiːdiˈætɹɪk/,,/ˌpiːdiːˈætrɪk/,kaikki_no_count,
pediatrics,pe-di-atrics,3,4,other,/ˌpiːdiˈætɹɪks/,,/ˌpiːdɪˈætɹɪks/; /ˌpidiˈætɹɪks/,kaikki_no_count,
pentium,pen-tium,2,3,vowel_sequence_suffix,/ˈpɛntiəm/,,,kaikki_missing,
perennial,peren-ni-al,3,4,other,/pɚˈɛniəl/,,/pəˈɹɛn.ɪ.əl/; /pəˈɹɛn.j(ə)l/; /pəˈɹɛn.i.əl/,kaikki_no_count,
peristyle,peri-style,2,3,other,/ˈpɛɹəˌstaɪl/,,/ˈpɛɹɪstaɪl/; /ˈpɛɹəstaɪl/,kaikki_no_count,
permeability,per-me-abil-i-ty,5,6,suffix_ity_ety,/pɚˌmiːəˈbɪlɪti/,,/ˌpɝmi.əˈbɪlɪti/; /ˌpɜːmi.əˈbɪlɪti/,kaikki_no_count,
permeable,per-me-able,3,4,suffix_able_ible,/ˈpɝˌmiːəbəl/,,/ˈpɜːmiəbəl/; /ˈpɝmiəbəl/; /ˈpøːmiəbəl/,kaikki_no_count,
pessimism,pes-si-mism,3,4,suffix_ism,/ˈpɛsəˌmɪzəm/,,/ˈpɛsɪmɪzəm/,kaikki_no_count,
pete,pe-te,2,1,other,/ˈpiːt/,,,kaikki_no_count,
philippines,philip-pines,2,3,other,/ˈfɪləˌpiːnz/,,,kaikki_missing,
photoelectric,pho-to-elec-tric,4,5,other,/ˌfoʊtoʊɪˈlɛktɹɪk/,,,kaikki_no_count,
physiologically,phys-i-o-log-i-cal-ly,7,6,adverb_ically_ally,/ˌfɪziəˈlɑdʒɪkli/,,,kaikki_no_count,
physique,physique,1,2,other,/fəˈziːk/,,,kaikki_no_count,
pianist,pi-anist,2,3,other,/ˈpɪənɪst/,,/ˈpi.ənɪst/; /piˈænɪst/,kaikki_no_count,
piano,pi-ano,2,3,other,/pɪˈɑːnəʊ/,,/ˈpjænəʊ/; /piˈænəʊ/; /piˈænoʊ/; /piˈænɪː/; /piˈænə/; /paɪˈænoʊ/; /piˈɑːnəʊ/; /ˈpjɑːnəʊ/; /piˈɑnoʊ/,kaikki_no_count,
picaresque,pi-caresque,2,3,other,/ˌpɪkəˈɹɛsk/,,/pɪkəˈɹɛsk/,kaikki_no_count,
picturesque,pic-turesque,2,3,other,/ˈpɪktʃɚəsk/,,/ˌpɪkt͡ʃəˈɹɛsk/,kaikki_no_count,
platelet,platelet,1,2,other,/ˈpleɪtlət/,,/ˈpleɪt.lət/,kaikki_no_count,
pliable,pli-able,2,3,suffix_able_ible,/ˈplaɪəbəl/,,/ˈplaɪəbəl/,kaikki_no_count,
pluralism,plu-ral-ism,3,4,suffix_ism,/ˈplʊɹəˌlɪzəm/,,,kaikki_no_count,
podium,podi-um,2,3,vowel_sequence_suffix,/ˈpoʊdiəm/,,/ˈpəʊ.di.əm/; /ˈpoʊ.di.əm/; /ˈpəʉ.di.əm/,kaikki_no_count,
polyester,po-lyes-ter,3,4,other,/ˌpɑˌliːˈɛstɚ/,,/ˈpɑliˌɛstə(r)/,kaikki_no_count,
polytheism,poly-the-ism,3,5,suffix_ism,/ˈpɑˌliːθiɪzəm/,,/pɒl.ɪˈθiː.ɪz.əm/,kaikki_no_count,
posterior,pos-te-ri-or,4,3,other,/ˌpɔˈstɪɹjɚ/,,/pɒsˈtɪə.ɹi.ə/; /poʊˈstɪɹ.i.ɚ/; /pɑˈstɪɹ.i.ɚ/; /pɒsˈtɪɹ.i.ɚ/; /pɔsˈtɪə.ɹi.ə/; /pɒsˈtiːə.ɹi.ə/; [pɔ̟sˈtiːə.ɹi.ə]; /pɒsˈtiə.ɹi.ə/; [pɔ̟sˈtiə.ɹi.ə],kaikki_no_count,
potassium,potas-si-um,3,4,vowel_sequence_suffix,/pəˈtæsiəm/,,/pəˈtæsiəm/,kaikki_no_count,
powerfully,pow-er-ful-ly,4,3,other,/ˈpaʊɚfli/,,/ˈpaʊəf(ə)li/; /ˈpaʊɚf(ə)li/,kaikki_no_count,
preponderance,pre-pon-der-ance,4,3,other,/pɹiˈpɑndɹəns/,,/pɹɪˈpɒndəɹəns/; /pɹɪˈpɒndɹəns/; /pɹəˈpɑndəɹəns/; /pɹəˈpɑndɹəns/,kaikki_no_count,
principally,prin-ci-pal-ly,4,3,adverb_ically_ally,/ˈpɹɪnsɪpli/,,,kaikki_no_count,
prism,prism,1,2,suffix_ism,/ˈpɹɪzəm/,,/ˈpɹɪz(ə)m/; [ˈpʰɹ̠̊ɪzm̩]; /ˈpɹɪzəm/,kaikki_no_count,
prolifically,pro-lif-i-cal-ly,5,4,adverb_ically_ally,/pɹoʊˈlɪfɪkli/,,,kaikki_no_count,
promised,promised,1,2,other,/ˈpɹɑməst/,,/ˈpɹɒm.ɪst/; /ˈpɹɑ.mɪst/,kaikki_no_count,
proprietor,pro-pri-etor,3,4,other,/pɹəˈpɹaɪətɚ/,,/pɹəˈpɹaɪətɚ/,kaikki_no_count,
proprietorship,pro-pri-etor-ship,4,5,other,/pɹəˈpɹaɪətɚˌʃɪp/,,,kaikki_no_count,
propriety,pro-pri-ety,3,4,suffix_ity_ety,/pɹəˈpɹaɪəti/,,/pɹəˈpɹaɪəti/,kaikki_no_count,
provocatively,pro-vo-ca-ti-ve-ly,6,5,other,/pɹoʊˈvɑkətɪvli/,,,kaikki_no_count,
prurient,pruri-ent,2,3,other,/ˈpɹʊɹiənt/,,/ˈpɹʊəɹ.i.ənt/; /ˈpɹʊɹ.i.ənt/,kaikki_no_count,
psychiatric,psy-chi-atric,3,4,other,/ˌsaɪkiˈætɹɪk/,,/ˌsaɪ.kiˈæt.ɹɪk/,kaikki_no_count,
psychologically,psy-cho-log-i-cal-ly,6,5,adverb_ically_ally,/ˌsaɪkəˈlɑdʒɪkli/,,,kaikki_no_count,
puerile,puerile,1,2,other,/pjuˈɹiːl/,,/ˈpjʊə.ɹaɪl/; /ˈpjʊɹɪl/; /ˈpjʊɹaɪl/,kaikki_no_count,
pugilism,pu-gi-lism,3,4,suffix_ism,/ˈpjuːdʒəlɪzəm/,,/ˈpjuːdʒɪlɪzəm/; /ˈpjuːdʒəlɪzəm/,kaikki_no_count,
racism,ra-cism,2,3,suffix_ism,/ˈɹeɪˌsɪzəm/,,/ˈɹeɪsɪzm̩/,kaikki_no_count,
radically,rad-i-cal-ly,4,3,adverb_ically_ally,/ˈɹædɪkli/,,/ˈɹædɪkli/,kaikki_no_count,
radius,ra-dius,2,3,other,/ˈɹeɪdiəs/,,/ˈɹeɪ.di.əs/,kaikki_no_count,
rarely,rarely,1,2,other,/ˈɹɛɹli/,,/ˈɹɛːli/; /ˈɹɛəɹli/; /ɹɛli/; /ɹeə.liː/; /ɹeəɹliː/,kaikki_no_count,
real,re-al,2,1,other,/ˈɹiːl/,,/ɹiːl/; /ˈɹiː.əl/; /ɹɪl/; [ɹɪɫ]; /ɹɪj(ə)l/; [ɹɪj(ə)ɫ]; /ˈɹi.əl/; /ɹil/; /ɾil/; /ɾi.əl/; /ɾiːl/; /ɾiː.əl/; /rɪjəl/; /ɹeɪˈɑːl/; /ɹeɪˈɑl/,kaikki_no_count,
realisation,re-al-i-sa-tion,5,4,suffix_tion_sion_cian,/ˈɹiːləˈzeɪʃən/,,,kaikki_no_count,
realism,re-al-ism,3,4,suffix_ism,/ˈɹiːəlɪzəm/,,/ˈɹi.əlɪzəm/,kaikki_no_count,
realistically,re-al-is-ti-cal-ly,6,5,adverb_ically_ally,/ˌɹiːəˈlɪstɪkli/,,,kaikki_no_count,
really,re-al-ly,3,2,adverb_ically_ally,/ˈɹɪəlɪ/,,/ˈɹɪə.li/; [ˈɹʷɪə̯lɪ]; [-li]; [ˈɹʷɪː-]; /ˈɹɪl.i/; /ˈɹi.li/; /ˈɹi.ə.li/; /ˈɹiə.liː/; [ˈɹʷeə̯ɫiː]; [ˈɹʷiə̯-]; /ˈrɪ.jə.liː/; /rɪˈjɜː.liː/; /ˈɹeɪlɪ/,kaikki_no_count,
reassess,re-assess,2,3,other,/ɹiəˈsɛs/,,/ˌɹiː.əˈsɛs/,kaikki_no_count,
recidivism,re-ci-di-vism,4,5,suffix_ism,/ɹəˈsɪdɪˌvɪzəm/,,/rɪˈsɪdɪvɪzm̩/; /ɹəˈsɪdəvəzm̩/,kaikki_no_count,
recognised,recog-nised,2,3,other,/ˈɹɛkəɡˌnaɪzd/,,,kaikki_no_count,
reelect,re-elect,2,3,other,/ɹiɪˈlɛkt/,,,kaikki_no_count,
reenact,reen-act,2,3,other,/ɹiɪˈnækt/,,/ɹi.ɪnækt/; /ɹi.ənækt/; /ɹi.ɛnækt/,kaikki_no_count,
reenter,reen-ter,2,3,other,/ɹiˈɪntɚ/,,,kaikki_no_count,
reestablish,rees-ta-blish,3,4,other,/ɹiɪˈstæblɪʃ/,,,kaikki_no_count,
reissue,reis-sue,2,3,other,/ɹiˈɪʃu/,,,kaikki_no_count,
reliable,re-li-able,3,4,suffix_able_ible,/ɹɪlˈaɪəbəl/,,/ɹɪˈlaɪəbl̩/,kaikki_no_count,
renowned,renowned,1,2,other,/ɹɪˈnaʊnd/,,/ɹɪˈnaʊnd/,kaikki_no_count,
reopen,re-open,2,3,other,/ɹiˈoʊpən/,,/ɹiːˈəʊpən/,kaikki_no_count,
reorient,re-ori-ent,3,4,other,/ɹiˈɔɹiɛnt/,,,kaikki_no_count,
reschedule,resched-ule,2,3,other,/ɹiˈskɛdʒul/,,/ɹiːˈʃɛdjuːl/; /ɹiːˈʃɛd͡ʒuːl/; /ɹiːˈskɛdjuːl/; /ɹiːˈskɛd͡ʒuːl/; /ɹiˈskɛd͡ʒʊl/; /ɹiˈskɛd͡ʒəl/; /ɹiˈskɛd͡ʒuəl/; /ɹiˈskɛd͡ʒul/; /ɹiˈskɛd͡ʒu(ə)l/; /ɹiˈskɛd͡ʒuːl/; /ɹiˈʃɛd͡ʒu(ə)l/; /ɹiˈʃɛd͡ʒuːl/,kaikki_no_count,
residual,resid-u-al,3,4,other,/ɹɪˈzɪdʒuəl/,,/ɹɪˈzɪd͡ʒ.ʊəl/; /ɹɪˈzɪd͡ʒ.əl/; /ɹɪˈzɪd.jʊəl/; /ɹɪˈzɪd.jəl/; /ɹɪˈzɪd͡ʒ.u.əl/; /ɹə-/,kaikki_no_count,
rheumatism,rheu-ma-tism,3,4,suffix_ism,/ˈɹuːməˌtɪzəm/,,/ˈɹu.məˌtɪz.əm/; /ˈɹu.məˌtɪz/,kaikki_no_count,
rhythm,rhythm,1,2,other,/ˈɹɪðəm/,,/ˈɹɪð.m̩/,kaikki_no_count,
rhythmically,rhyth-mi-cal-ly,4,3,adverb_ically_ally,/ˈɹɪðmɪkli/,,,kaikki_no_count,
ridicule,ri-di-cu-le,4,3,other,/ˈɹɪdəˌkjuːl/,,/ˈɹɪdɪkjuːl/,kaikki_no_count,
riotous,ri-otous,2,3,other,/ˈɹaɪətəs/,,/ˈɹaɪətəs/,kaikki_no_count,
romanticism,ro-man-ti-cism,4,5,suffix_ism,/ɹoʊˈmæntəˌsɪzəm/,,/ɹəʊˈmæntɪsɪzəm/,kaikki_no_count,
ruinous,ru-inous,2,3,other,/ˈɹuːənəs/,,/ˈɹuː.ɪnəs/,kaikki_no_count,
rwanda,rwan-da,2,3,other,/ˈrjændə/,,,kaikki_missing,
ryan,ryan,1,2,other,/ˈɹaɪən/,,,kaikki_missing,
saleswoman,sales-woman,2,3,other,/ˈseɪlˌzwʊmən/,,,kaikki_no_count,
samoa,sa-moa,2,3,other,/səˈmoʊə/,,,kaikki_missing,
sanctuary,sanc-tu-ary,3,4,other,/ˈsæŋktʃuˌɛɹi/,,/ˈsæŋktjʊəɹi/; /ˈsæŋkt͡ʃʊəɹi/; /ˈsæŋkt͡ʃuˌɛɹi/,kaikki_no_count,
sapiens,sapi-ens,2,3,other,/ˈseɪpiənz/,,,kaikki_no_count,
sarcasm,sar-casm,2,3,other,/ˈsɑɹˌkæzəm/,,/ˈsɑːɹˌkæzəm/; /ˈsɑːˌkæzəm/,kaikki_no_count,
sarcastically,sar-cas-ti-cal-ly,5,4,adverb_ically_ally,/sɑɹˈkæstɪkli/,,/sɑː(ɹ)ˈkæstɪkli/; /sɑː(ɹ)ˈkæstɪkəli/,kaikki_no_count,
satisfactorily,sat-is-fac-to-ri-ly,6,5,other,/ˌsætɪˈsfæktɹəli/,,/sætɪsˈfækt(ə)ɹɪli/,kaikki_no_count,
scenarios,sce-nar-ios,3,4,other,/sɪˈnɛɹioʊz/,,/sɛˈnɑːɹi.əʊz/,kaikki_no_count,
schism,schism,1,2,suffix_ism,/ˈskɪzəm/,,/ˈskɪzəm/; /ˈsɪzəm/; /ˈʃɪzəm/,kaikki_no_count,
sciences,sci-ences,2,3,other,/ˈsaɪənsɪz/,,/ˈsaɪənsɪz/,kaikki_no_count,
scsi,scsi,1,2,other,/ˈskʊˌziː/,,,kaikki_missing,
secretariat,sec-re-tar-iat,4,5,other,/ˌsɛkɹɪˈtɛɹiət/,,/ˌsɛk.ɹəˈtɛə.ɹɪ.ət/; /ˌsɛk.ɹəˈtɛɚ.i.ət/,kaikki_no_count,
semiannual,semi-an-nu-al,4,5,other,/ˈsemɪˈænjʊəl/,,,kaikki_no_count,
servile,servile,1,2,other,/ˈsɝvəl/,,/ˈsɜː(ɹ)ˌvaɪl/; /ˈsəɹ.vəl/; /ˈsəɹˌvaɪl/,kaikki_no_count,
sexism,sex-ism,2,3,suffix_ism,/ˈsɛksɪzəm/,,/ˈsɛksɪzm̩/,kaikki_no_count,
sh,sh,1,0,other,/ʃ/,,,kaikki_no_count,
shh,shh,1,0,other,/ʃ/,,/ʃ̩ː/,kaikki_no_count,
simian,simi-an,2,3,vowel_sequence_suffix,/ˈsɪmiən/,,/ˈsɪm.i.ən/,kaikki_no_count,
sinuous,sin-u-ous,3,2,vowel_sequence_suffix,/ˈsɪnwəs/,,/ˈsɪn.ju.əs/,kaikki_no_count,
skepticism,skep-ti-cism,3,4,suffix_ism,/ˈskɛptɪˌsɪzəm/,,/ˈskɛp.tɪˌsɪ.zəm/,kaikki_no_count,
sobriety,so-bri-ety,3,4,suffix_ity_ety,/səˈbɹaɪəti/,,/səˈbɹaɪ.ɪ.ti/; /səˈbɹaɪ.ə.ti/; [səˈbɹaɪ.ə.ɾi]; /səˈbɹɑɪ.ə.ti/; [səˈbɹɑɪ.ə.ɾi],kaikki_no_count,
society,so-ci-ety,3,4,suffix_ity_ety,/səˈsaɪəti/,,/səˈsaɪ.ə.ti/; [səˈsaɪ.ə.ɾi]; /səˈsɑe.ə.ti/; [səˈsɑe̯.ə.ɾi]; /soːˈsɑːj(ə).ʈiː/; /soˈsəj(ə).ʈiː/,kaikki_no_count,
sodium,sodi-um,2,3,vowel_sequence_suffix,/ˈsoʊdiəm/,,/ˈsəʊ.dɪəm/; /ˈsoʊ.di.əm/; [ˈsoʊ.ɾi.əm]; /ˈsəʉ.di.əm/; [ˈsəʉ.ɾi.əm]; [ˈsɐʉ.ɾi.əm]; /ˈsɐʉ.di.əm/,kaikki_no_count,
soloist,so-loist,2,3,other,/ˈsəʊləʊˌɪst/,,,kaikki_no_count,
somebody,some-body,2,3,other,/ˈsʌmbɒdɪ/,,/ˈsʌmbˌɒdi/; /ˈsʌmˌbədi/; /ˈsʌmbˌʌdi/; /ˈsʌmˌbɑdi/,kaikki_no_count,
sovereign,sov-er-eign,3,2,other,/ˈsɑvɹən/,,/ˈsɒv.ɹɪn/; /ˈsɑv(ə)ɹɪn/; /ˈsɑvɚn/,kaikki_no_count,
sovereignty,sovereign-ty,2,3,other,/ˈsɑvɹənti/,,/ˈsɒvɹənti/; /-ɹɪn-/; /ˈsɑv(ə)ɹənti/; [-ɾi],kaikki_no_count,
spasm,spasm,1,2,other,/ˈspæzəm/,,/ˈspæz.m̩/,kaikki_no_count,
spokesman,spokesman,1,2,other,/ˈspoʊksmən/,,,kaikki_no_count,
